variant,note,final_equity,total_return,sharpe,calmar,max_drawdown,trade_count,governor_max_drawdown_observed,governor_min_scale_observed
baseline,当前 long participation 最优候选,11689.78199960547,0.16897819996054686,0.2554645541715677,0.1362996552489633,-0.17612000918543602,280.0,0.21725761798208443,0.0
no_governor,关闭账户级 governor,65798.064190771,5.5798064190771,0.9852155240772683,0.8617515784295872,-0.3845871615518186,510.0,0.4029933436229004,1.0
no_price_drawdown,关闭价格回撤刹车,12285.957068867168,0.22859570688671682,0.31282458004624153,0.1802389179149506,-0.176284421032064,280.0,0.21742015029525286,0.0
no_governor_no_price_drawdown,同时关闭 governor 与价格回撤刹车,66339.72170542645,5.633972170542645,0.9839705199273553,0.8652733206519846,-0.3849397200909892,510.0,0.4104510547093565,1.0
